material,pawn_structure,mobility,king_safety,tempo,knight_position,bishop_position,queen_position,piece_coordination,threats,rizz,total,position_id
0.3,-0.2,0.8,-0.3,0.6,0.4,0.3,0.0,0.7,0.9,8.0,3.8,fea3f2db_10
0.3,-0.2,0.9,-0.7,0.4,0.6,0.3,0.7,0.8,0.9,8.0,0.75,5b67778f_0
0.25,0.25,0.75,-0.3,0.25,0.5,0.3,0.6,0.5,0.8,7.0,4.55,5b67778f_1_rand1
2.75,0.75,2.0,2.5,1.0,1.0,0.5,1.0,2.0,3.0,8.0,16.25,5b67778f_2
0.2,-0.3,0.8,-0.9,0.5,0.4,0.6,0.7,0.9,0.7,0.8,4.8,5b67778f_3_rand5
0.2,0.3,0.4,0.6,-0.1,0.5,0.3,0.7,0.3,0.4,7.0,0.3,d7a3caa1_0
0.3,0.4,0.6,0.4,0.3,0.7,0.6,0.0,0.7,0.8,0.8,0.75,d7a3caa1_1
0.3,0.2,0.7,0.0,0.2,0.2,0.4,0.7,0.5,0.4,7.0,4.7,d7a3caa1_2
1.33,0.33,0.8,0.2,0.3,0.5,0.4,0.7,0.6,0.9,8.5,3.73,d7a3caa1_3
0.3,0.2,0.7,0.3,0.2,0.6,0.5,0.0,0.4,0.6,0.7,5.7,d7a3caa1_4_rand1
0.5,0.3,0.7,-0.8,0.3,0.6,-0.2,0.8,0.7,0.9,7.0,0.4,d7a3caa1_5
0.3,0.2,0.6,0.3,0.2,0.5,0.4,0.0,0.3,0.5,7.0,3.9,d7a3caa1_6_rand5
0.3,0.1,0.7,0.8,0.3,0.3,0.4,0.1,0.6,0.5,0.7,1.8,d7a3caa1_7
0.2,0.3,0.5,0.7,0.2,0.2,0.1,0.0,-0.2,0.4,7.0,0.9,d7a3caa1_8
0.2,0.3,0.5,0.1,0.2,0.4,0.3,0.2,0.4,0.3,8.0,3.7,195266c1_0
0.25,0.3,0.8,0.2,0.3,0.75,0.0,0.0,0.5,0.3,8.0,2.45,195266c1_1
0.25,0.3,0.25,0.5,0.1,0.75,0.0,0.0,0.4,0.0,7.5,0.35,195266c1_2
0.2,0.2,0.5,0.7,0.3,0.4,0.3,0.0,0.4,0.6,7.0,4.7,195266c1_3
3.5,-0.3,0.6,0.8,0.3,0.7,0.0,0.0,0.5,0.7,0.8,5.4,195266c1_4
0.2,-0.4,0.8,-1.2,0.5,-0.2,-0.3,-0.1,0.7,0.9,9.0,2.5,195266c1_5
0.2,0.4,0.7,-0.9,0.3,0.6,0.2,0.0,0.8,0.9,8.0,4.7,195266c1_6
0.3,-0.2,0.6,0.3,0.2,0.4,0.5,0.0,0.3,0.4,7.0,3.7,84a30998_0
0.3,0.2,0.7,0.3,0.2,0.4,-0.2,0.9,0.6,0.8,0.8,0.6,84a30998_1
0.0,0.2,0.3,0.1,0.2,0.2,0.0,0.0,0.2,0.3,8.5,12.7,06c098a8_0
-0.2,0.2,0.3,-0.1,0.2,0.4,0.0,0.0,-0.1,0.2,7.0,-0.1,06c098a8_1_rand2
0.2,0.3,0.5,0.3,0.2,0.4,0.3,0.0,0.4,0.6,7.5,1.4,06c098a8_2
0.3,0.2,0.6,0.4,0.3,0.5,0.0,0.0,0.3,0.7,0.7,4.8,06c098a8_3_rand5
0.2,-0.2,0.7,0.8,0.3,0.2,0.6,0.0,0.4,0.8,7.0,2.3,06c098a8_4
0.2,-0.3,0.8,-0.5,0.3,0.2,-0.3,0.0,0.6,0.7,7.0,1.5,06c098a8_5_rand3
0.1,-0.2,0.3,0.7,0.1,0.0,0.6,0.0,0.2,0.4,7.0,-0.1,06c098a8_6
1.2,1.5,8.5,7.5,6.0,0.5,6.0,0.0,7.8,8.0,8.0,52.5,06c098a8_7
0.2,0.2,0.7,0.8,0.2,0.6,0.0,0.0,0.4,0.5,7.0,0.75,06c098a8_8
0.75,-0.25,0.3,-0.7,-0.2,-0.1,-0.2,-0.1,-0.3,0.4,6.0,-0.2,06c098a8_9_rand3
0.2,0.3,0.8,-0.9,0.6,0.4,0.3,0.5,0.7,0.9,0.8,4.8,06c098a8_10
0.25,0.75,0.6,0.8,0.3,0.0,0.2,0.0,0.4,0.7,7.0,4.45,06c098a8_11
1.5,0.8,0.9,-1.0,0.7,0.0,0.5,0.0,0.7,0.9,9.0,6.3,06c098a8_12
0.1,0.0,1.5,-1.0,0.75,0.5,0.75,0.0,1.25,2.0,9.0,6.25,06c098a8_13
3.5,-0.2,0.3,0.1,0.2,0.4,-0.1,0.0,0.3,0.4,0.7,1.8,3f9eba6b_0
0.3,0.1,0.4,-0.3,0.2,0.2,0.7,0.1,0.5,0.6,7.0,0.8,3f9eba6b_1
3.25,0.75,2.5,1.5,1.25,1.25,1.5,2.0,2.0,3.0,9.0,13.5,3f9eba6b_2
2.8,0.3,1.2,1.0,0.7,0.6,0.8,1.0,1.3,1.5,9.0,18.5,3f9eba6b_3_rand2
3.0,0.75,1.5,1.25,0.75,0.75,0.5,0.5,0.8,1.25,8.5,8.5,3f9eba6b_4
0.75,0.5,1.25,-1.8,0.75,0.5,0.3,0.6,0.8,1.1,0.9,5.7,3f9eba6b_5
-0.1,-0.2,-0.3,-0.5,0.2,0.0,-0.3,0.0,-0.4,0.6,0.8,-0.1,3f9eba6b_6
1.5,0.7,0.9,-0.95,0.6,0.3,0.1,0.8,0.85,0.9,8.0,0.8,3f9eba6b_7_rand3
2.0,-0.2,0.8,-0.3,0.6,0.4,0.0,0.2,0.7,0.9,0.7,3.7,3f9eba6b_8
0.2,0.1,0.4,0.3,0.2,0.1,0.6,0.0,0.3,0.5,7.0,0.8,13b764c4_0
0.4,0.2,0.3,0.4,0.2,0.4,0.3,0.0,0.3,0.4,0.6,1.9,13b764c4_1
0.3,0.4,0.8,0.9,0.3,0.7,0.4,0.1,0.6,0.7,0.8,6.3,13b764c4_2_rand4
0.2,0.4,0.6,0.8,0.3,0.5,0.0,0.0,0.7,0.4,7.5,0.6,13b764c4_3
0.3,0.4,0.7,0.6,0.3,0.3,0.2,0.0,0.6,0.7,7.5,0.8,13b764c4_4_rand3
-0.2,-0.6,0.7,-0.8,0.3,0.2,0.0,0.0,0.5,0.9,7.0,0.6,13b764c4_5
0.2,0.3,0.8,-0.9,0.7,0.5,0.0,0.0,0.6,0.9,0.7,4.2,13b764c4_6
0.2,-0.1,0.7,0.8,0.3,0.5,0.6,0.0,0.4,0.6,7.5,0.8,13b764c4_7_rand5
0.1,0.2,0.2,-0.5,-0.1,0.0,-0.3,-0.5,0.3,0.7,7.0,0.7,13b764c4_8
0.2,0.3,0.8,0.9,0.5,0.4,0.2,0.6,0.7,0.9,8.0,0.85,13b764c4_9_rand5
0.2,0.3,0.8,0.7,0.4,0.3,0.4,0.0,0.6,0.9,0.8,6.2,13b764c4_10
0.75,-0.25,1.5,1.25,1.0,0.75,0.5,0.0,1.0,1.75,0.8,7.5,13b764c4_11
0.3,0.2,0.4,0.2,0.2,0.3,0.0,0.0,0.3,0.3,0.7,0.9,f66d3119_0
0.25,0.3,0.6,0.2,0.3,0.3,0.8,0.1,0.7,0.7,0.8,0.85,f66d3119_1_rand5
0.3,0.2,0.5,0.2,0.2,0.3,0.4,0.3,0.4,0.4,8.0,2.3,55293924_0
0.2,0.3,0.6,0.2,0.3,0.4,0.3,0.0,0.5,0.4,8.5,1.7,55293924_1
0.3,-0.5,-0.4,-0.7,0.3,-0.2,-0.1,0.5,0.4,0.6,8.0,-0.8,55293924_2
0.75,0.5,0.8,0.8,0.5,0.6,0.3,0.7,0.8,1.0,0.9,3.5,55293924_3
4.7,4.3,5.2,6.5,3.5,4.8,4.0,4.5,5.0,4.0,7.0,45.5,676e5ac6_0
0.3,0.2,0.6,-0.2,0.2,0.0,-0.2,0.7,0.5,0.4,7.0,0.8,676e5ac6_1
0.4,0.3,0.7,0.4,0.3,0.3,0.5,0.6,0.6,0.5,8.2,2.8,676e5ac6_2
0.2,0.3,0.8,-0.6,0.3,-0.2,0.7,0.9,0.9,0.8,7.0,0.7,7ad48907_0
0.2,0.0,0.4,-0.5,0.3,0.7,0.0,0.0,0.3,0.6,7.5,0.7,7ad48907_1_rand2
1.75,0.75,1.5,1.75,0.75,0.5,0.75,1.0,1.25,1.5,8.5,8.25,7ad48907_2
1.7,0.3,-0.7,-1.2,-0.3,1.0,0.0,-0.5,-0.8,1.0,7.0,-1.5,7ad48907_3
0.25,-0.3,0.75,0.25,0.5,0.5,0.25,0.1,0.6,0.8,8.0,0.95,7ad48907_4
0.2,0.4,0.9,-0.95,0.7,0.6,0.3,0.8,0.85,0.9,7.5,0.75,7ad48907_5
0.75,0.25,0.6,0.3,0.2,0.4,0.5,0.0,0.3,0.4,0.7,2.75,44978bb8_0
0.3,0.6,0.6,0.7,0.4,0.7,0.2,0.1,0.5,0.8,0.8,1.8,44978bb8_1
0.3,0.2,0.8,0.3,0.3,0.6,0.4,-0.2,0.7,0.9,0.7,1.7,44978bb8_2
0.75,-0.2,0.8,0.3,0.3,0.4,0.1,0.0,0.5,0.6,0.7,1.5,44978bb8_3
0.3,0.2,0.8,0.0,0.2,0.4,0.5,0.7,0.6,0.7,8.0,1.3,44978bb8_4_rand3
1.5,0.7,0.8,0.6,0.3,0.6,0.9,1.0,0.8,0.7,7.0,0.9,44978bb8_5
0.75,0.25,0.8,0.4,0.3,0.2,-0.3,0.6,0.5,0.7,7.5,13.5,44978bb8_6_rand5
1.6,0.8,0.9,-0.9,0.7,0.7,0.0,0.9,0.8,0.9,0.9,0.95,44978bb8_7
1.5,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,13.0,44978bb8_8
1.25,-2.5,-3.0,-4.5,-1.0,0.0,0.0,4.0,3.0,5.0,9.0,-3.75,44978bb8_9
-9.0,-4.0,-7.0,-9.0,-5.0,0.0,0.0,0.0,-6.0,-8.0,9.0,-35.0,44978bb8_10
0.3,-0.2,0.8,-0.6,0.2,0.1,0.7,0.4,0.5,0.7,0.7,0.4,99cd0e73_0
0.25,0.3,0.4,0.1,0.2,0.4,0.3,0.0,0.3,0.5,0.6,3.75,566febeb_0
0.3,0.2,0.4,0.0,0.2,0.6,0.5,0.0,0.3,0.7,7.5,0.9,566febeb_1
0.25,0.25,0.75,-0.3,0.25,0.25,0.75,0.5,0.6,0.8,7.5,12.25,566febeb_2_rand1
3.5,0.3,1.8,-2.5,0.7,0.8,0.4,1.2,1.1,2.3,0.9,11.7,566febeb_3
0.2,0.3,0.7,0.6,0.3,0.2,0.4,0.7,0.6,0.8,8.0,1.8,566febeb_4
0.3,0.2,0.7,0.8,0.3,0.0,0.3,0.5,0.4,0.6,0.8,1.5,566febeb_5
2.0,0.3,0.8,0.7,0.6,0.4,0.7,1.0,0.6,0.9,0.8,8.8,566febeb_6
1.0,0.2,0.8,0.7,0.3,0.3,0.4,0.6,0.5,0.9,8.5,17.5,566febeb_7_rand5
-0.3,0.1,0.2,0.7,0.2,0.0,0.8,0.4,0.5,0.6,7.0,0.3,566febeb_8
0.75,0.6,0.8,-0.9,0.3,0.7,0.6,0.5,0.7,0.9,0.8,0.75,566febeb_9_rand3
0.25,0.3,0.7,0.0,0.2,0.2,0.8,0.3,0.6,0.5,0.7,5.75,56282596_0
1.5,-0.75,1.25,-0.8,0.3,0.75,-0.25,0.8,0.6,0.9,0.8,3.75,56282596_1
0.2,0.3,0.2,0.6,0.1,1.0,0.0,0.0,0.3,0.5,8.0,2.7,56282596_2
0.15,0.2,0.2,-0.6,0.1,0.4,0.0,0.0,0.3,0.5,7.0,2.35,56282596_3_rand4
0.75,0.5,0.9,-0.95,0.6,0.75,0.5,0.0,0.8,0.9,9.0,0.85,56282596_4
0.2,0.3,0.9,-0.95,0.7,0.4,0.2,0.6,0.8,0.95,9.0,0.95,56282596_5
0.4,0.2,0.6,0.4,0.2,0.5,0.3,0.7,0.5,0.6,7.0,1.7,3be15b88_0
0.25,0.25,0.4,0.2,0.3,0.5,0.3,0.0,0.3,0.4,0.6,3.75,9646f5d4_0
0.25,-0.25,0.3,-0.1,-0.1,0.2,0.6,0.0,0.3,0.4,0.7,0.65,9646f5d4_1_rand1
0.25,0.3,0.6,0.7,0.3,0.75,0.25,0.1,0.5,0.6,7.5,0.85,9646f5d4_2
0.25,0.25,0.75,0.3,0.25,0.6,0.4,0.0,0.5,0.8,0.7,5.35,9646f5d4_3_rand4
0.2,-0.3,0.8,-0.7,0.3,0.2,-0.4,0.6,0.7,0.9,0.8,0.6,9646f5d4_4
0.75,0.25,0.6,0.3,0.2,0.3,0.4,0.3,0.5,0.4,7.0,4.85,9646f5d4_5_rand3
0.1,-0.2,0.8,0.6,0.3,0.4,0.3,0.7,0.5,0.7,7.0,1.8,9646f5d4_6
1.75,0.75,1.25,-0.8,0.5,0.5,1.25,1.75,1.0,1.5,8.0,7.5,9646f5d4_7_rand3
0.3,-0.2,0.8,-0.6,0.5,0.6,-0.1,0.7,0.7,0.9,8.0,0.85,9646f5d4_8
0.3,-0.2,0.3,0.6,0.2,0.3,0.5,0.4,0.7,0.8,0.8,0.7,9646f5d4_9_rand5
,,,,,,,,,,,,9646f5d4_10
-0.1,-0.1,0.3,-0.6,-0.2,0.0,0.0,0.4,0.2,0.5,7.0,-0.3,9646f5d4_11
1.5,0.5,1.0,1.0,0.5,1.0,0.5,-2.0,1.0,1.5,8.0,14.5,9646f5d4_12_rand4
7.2,1.8,9.5,-9.8,7.0,0.5,0.8,9.9,9.7,9.9,9.5,41.4,9646f5d4_13
0.1,-0.3,0.8,-1.0,0.7,0.4,0.3,0.1,0.9,1.2,9.0,4.0,9646f5d4_14_rand1
0.2,-0.3,0.4,0.6,0.2,0.7,0.4,0.3,0.5,0.7,7.0,4.8,c2e27b2f_0
1.5,1.2,0.9,-0.9,0.7,0.7,0.2,1.0,0.9,0.8,8.5,7.0,c2e27b2f_1
1.5,0.7,1.2,-0.8,0.6,0.8,0.5,0.7,0.9,0.9,0.9,1.3,c2e27b2f_2_rand5
0.8,0.6,0.7,0.9,0.3,0.2,0.1,0.8,0.5,0.8,0.7,0.85,c2e27b2f_3
0.75,0.25,1.5,-2.0,1.0,0.75,0.25,1.25,1.0,1.75,0.8,6.5,c2e27b2f_4
-0.1,0.2,0.3,0.7,0.1,0.6,0.8,0.2,0.4,0.7,7.0,0.3,c2e27b2f_5_rand5
-0.2,0.3,0.4,0.8,0.3,0.7,0.0,0.3,0.4,0.6,7.0,0.3,c2e27b2f_6
3.5,1.5,1.5,1.0,0.5,1.0,0.0,2.0,2.0,2.5,8.0,11.0,c2e27b2f_7
0.75,0.5,0.8,0.7,0.5,0.3,0.4,0.6,0.7,0.6,8.5,5.5,c2e27b2f_8
2.5,0.7,0.9,-0.2,0.6,0.3,0.8,0.6,0.7,0.9,0.8,4.5,c2e27b2f_9
0.3,0.2,0.6,0.0,0.3,0.5,0.4,0.6,0.5,0.7,7.0,0.8,7e7bf874_0
-0.15,0.2,0.8,0.6,0.3,0.4,0.5,0.7,0.7,0.9,7.0,4.7,7e7bf874_1
1.0,0.3,0.7,0.6,0.3,0.5,0.4,0.7,0.6,0.8,0.7,6.8,7e7bf874_2
0.75,0.3,0.8,-0.9,0.6,0.4,0.2,0.5,0.7,0.9,0.8,4.35,97b30a3d_0
0.1,0.3,-0.1,0.2,0.0,0.0,0.2,0.0,0.1,0.2,7.0,0.3,522f95b3_0
0.4,0.2,0.7,0.4,0.3,0.4,0.6,0.7,0.5,0.4,0.8,6.8,522f95b3_1
0.2,0.3,0.7,0.6,0.3,0.4,0.6,0.2,0.5,0.4,0.8,2.8,522f95b3_2_rand2
0.25,0.25,0.3,0.0,0.1,0.4,0.5,0.0,0.4,0.3,8.5,15.45,522f95b3_3
0.8,0.4,0.7,0.8,0.3,0.4,0.0,0.0,0.6,0.7,0.7,4.2,522f95b3_4
0.2,0.3,0.6,0.7,0.2,0.7,0.0,0.0,0.5,0.4,7.0,4.5,522f95b3_5_rand4
0.3,0.2,0.6,0.7,0.2,0.5,0.0,0.0,0.4,0.3,7.0,1.7,522f95b3_6
0.3,0.5,0.7,0.6,0.4,0.4,0.3,0.0,0.5,0.8,0.7,4.2,522f95b3_7
0.25,-0.3,0.6,0.4,0.2,0.2,-0.5,0.7,0.5,0.8,7.5,1.7,63e3ec02_0
3.0,1.5,-1.0,-3.0,-1.0,2.0,0.0,1.0,-1.5,3.0,8.0,-2.5,63e3ec02_1
0.3,-0.2,-0.3,0.1,0.2,0.3,0.0,0.4,0.2,0.5,7.5,0.7,cfb04e34_0
0.2,0.3,0.4,-0.2,0.1,0.1,0.2,0.4,0.3,0.2,7.0,2.7,cfb04e34_1
0.2,0.1,0.7,0.8,0.3,0.4,0.0,0.0,0.6,0.5,7.0,0.9,cfb04e34_2
0.3,0.2,0.7,0.8,0.3,0.0,0.7,0.0,0.6,0.5,7.0,1.4,cfb04e34_3
1.25,-0.25,0.8,0.6,0.7,0.4,0.3,0.9,0.7,0.9,0.8,5.8,c1576808_0
0.8,0.3,0.8,0.6,0.5,0.4,0.0,0.7,0.6,0.9,0.8,0.85,c1576808_1
0.2,0.3,0.2,0.7,0.1,0.6,0.0,0.0,0.3,0.8,7.0,0.4,c1576808_2
0.75,0.25,0.8,0.6,0.4,0.3,0.7,0.3,0.6,0.9,8.0,0.9,c1576808_3
0.3,0.3,0.8,-0.9,0.5,0.0,0.0,0.6,0.7,0.9,8.0,3.3,c1576808_4
-0.25,0.3,-0.8,-0.9,0.7,0.3,-0.7,0.6,0.9,0.9,9.0,-0.7,c1576808_5_rand4
0.2,0.6,1.2,-1.8,0.8,0.4,0.3,0.0,0.9,1.1,0.8,4.7,c1576808_6
2.5,0.3,1.5,-2.0,1.0,0.5,0.2,0.1,1.2,2.0,8.5,13.8,c1576808_7_rand1
0.2,0.0,-0.3,0.5,0.2,0.4,0.0,0.0,0.3,0.3,7.0,3.7,697774a1_0
0.0,-0.2,0.4,0.3,0.3,0.6,-0.3,0.0,0.5,0.4,7.0,0.8,ad1010f1_0
1.75,0.75,1.25,0.8,0.75,0.5,1.25,1.5,1.75,1.5,9.0,8.5,ad1010f1_1
1.5,-0.2,0.7,0.0,-0.1,0.0,-0.3,0.8,0.6,0.5,7.0,1.2,ad1010f1_2_rand3
0.4,0.3,0.8,-0.9,0.6,0.3,0.4,0.5,0.7,0.9,0.8,4.2,ad1010f1_3
2.5,-0.3,1.8,-0.7,1.2,0.4,0.7,1.2,0.9,1.5,8.0,7.5,ad1010f1_4_rand3
0.0,0.1,0.1,0.1,0.1,0.3,0.0,0.0,0.1,0.1,7.5,0.1,56ba1e1f_0
0.25,0.3,0.6,0.0,0.2,0.3,0.7,0.0,0.4,0.5,8.0,0.9,56ba1e1f_1
0.75,0.25,0.6,0.7,0.3,0.4,0.6,0.7,0.5,0.8,8.0,6.85,56ba1e1f_2
0.3,0.2,0.4,0.5,0.2,0.3,0.4,0.3,0.3,0.6,0.7,1.9,56ba1e1f_3_rand4
0.75,0.25,0.3,0.2,0.3,0.75,0.4,0.6,0.5,0.6,7.0,0.75,56ba1e1f_4
0.3,0.2,0.8,0.6,0.3,0.0,0.7,0.0,0.5,0.7,8.5,0.9,56ba1e1f_5
1.0,-0.2,0.8,-0.3,0.5,0.6,0.4,0.0,0.7,0.9,0.9,0.8,56ba1e1f_6
0.75,0.25,0.8,-0.9,0.4,0.6,0.0,0.0,0.5,0.7,0.9,0.8,56ba1e1f_7
0.25,-0.3,0.7,-0.9,0.5,0.4,0.3,0.0,0.6,0.8,7.5,1.7,56ba1e1f_8
0.7,0.3,0.4,0.2,0.3,0.6,-0.2,0.4,0.3,0.5,7.5,3.3,f262ce9e_0
3.5,2.0,3.0,-4.0,2.0,1.0,0.5,0.0,2.0,4.0,8.0,12.5,f262ce9e_1
0.25,0.3,0.6,0.2,0.3,0.5,0.4,0.3,0.5,0.7,8.5,1.95,b807fed3_0
-0.1,0.2,0.3,0.1,0.2,0.4,-0.2,-0.1,0.3,0.4,7.5,0.3,b807fed3_1
0.25,0.3,0.6,0.2,0.3,0.75,0.2,0.5,0.5,0.4,7.0,0.55,b807fed3_2_rand3
-0.1,-0.1,0.2,0.4,0.1,0.1,0.0,0.3,0.2,0.3,7.0,1.2,b807fed3_3
0.75,0.3,0.8,-0.7,0.6,0.4,-0.2,0.7,0.6,0.9,0.9,0.85,b807fed3_4
0.5,0.7,0.9,-0.9,0.8,0.6,0.5,0.7,0.8,0.9,9.0,0.95,b807fed3_5_rand4
-0.2,-0.1,0.4,-0.6,0.2,0.7,0.8,0.0,0.3,0.7,7.0,3.7,b807fed3_6
0.5,-0.8,0.9,-0.9,0.7,0.3,0.6,0.0,0.8,0.9,8.0,0.8,b807fed3_7
-0.5,0.7,0.6,0.8,0.3,0.0,0.0,0.0,0.5,0.7,0.9,0.8,b807fed3_8
4.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,9.0,17.0,b807fed3_9_rand3
0.2,0.3,0.3,0.2,0.2,0.1,-0.1,0.0,0.1,0.3,0.7,1.4,02dcd60b_0
0.4,0.2,0.3,0.3,0.2,0.6,-0.2,-0.1,0.4,0.5,7.0,4.7,02dcd60b_1
0.25,-0.2,0.7,0.6,0.2,0.3,0.0,0.8,0.5,0.7,7.0,0.85,02dcd60b_2_rand1
0.2,0.2,0.2,-0.3,0.1,0.1,-0.2,0.7,0.4,0.5,7.0,0.4,02dcd60b_3
0.75,0.25,0.6,0.4,0.3,0.4,0.0,0.3,0.5,0.7,7.0,5.85,02dcd60b_4_rand5
0.3,0.2,0.4,0.3,0.2,0.6,0.4,0.2,0.5,0.6,7.0,4.7,02dcd60b_5
0.2,0.1,0.3,0.6,0.2,0.4,0.0,0.7,0.4,0.5,7.0,4.7,02dcd60b_6_rand2
0.25,0.3,0.6,-0.5,0.3,0.4,-0.2,0.8,0.7,0.8,7.0,0.4,02dcd60b_7
0.7,-0.3,1.2,-1.8,0.3,0.4,0.1,0.8,0.7,1.0,8.0,4.7,02dcd60b_8
0.2,0.3,0.7,0.8,0.3,0.2,0.0,0.6,0.4,0.7,7.5,1.7,02dcd60b_9_rand3
1.5,-0.3,1.8,0.2,0.7,0.6,0.4,1.2,0.9,1.5,0.9,6.3,02dcd60b_10
1.3,0.6,0.8,0.7,0.4,0.7,0.1,0.9,0.7,0.8,0.8,0.75,b2cfbc78_0
0.3,-0.2,0.7,0.6,0.3,0.1,-0.2,0.8,0.5,0.8,0.7,0.7,b2cfbc78_1_rand1
0.1,0.3,0.6,0.7,0.2,0.4,0.8,0.0,0.4,0.8,7.0,1.8,b2cfbc78_2
0.1,0.3,0.8,0.7,0.2,0.3,0.5,0.0,0.6,0.9,7.0,5.7,b2cfbc78_3
0.3,0.3,0.6,0.4,0.2,0.0,0.7,0.0,0.5,0.3,7.0,2.4,b2cfbc78_4_rand2
0.2,0.3,0.2,0.4,0.1,0.3,0.1,0.0,0.2,0.2,7.0,1.4,b2cfbc78_5
0.2,0.3,0.8,-0.9,0.5,0.4,0.6,0.1,0.4,0.7,7.0,2.4,b2cfbc78_6
0.3,-0.2,0.8,-0.9,0.6,0.3,0.0,0.0,0.7,0.9,0.8,0.8,b2cfbc78_7
-0.1,0.3,-0.2,-0.8,0.3,0.7,-0.2,-0.5,-0.3,0.9,7.5,-0.2,b2cfbc78_8_rand1
0.3,0.2,0.3,0.4,0.2,0.4,0.3,0.6,0.4,0.5,7.0,5.1,3b8ba337_0
0.3,0.2,0.7,-0.5,0.2,0.0,0.3,0.0,0.4,0.6,7.0,0.7,3b8ba337_1_rand5
0.25,0.3,0.8,1.0,0.7,0.3,0.0,0.5,0.6,1.2,0.9,4.5,3b8ba337_2
0.0,-1.5,-2.0,-3.0,-1.0,-0.5,-0.5,-0.5,-1.5,-2.5,-1.0,-15.0,3b8ba337_3
0.25,0.3,0.3,0.5,0.2,0.0,-0.1,0.4,0.4,0.3,7.0,3.75,97cfb816_0
0.75,0.6,0.7,0.6,0.3,0.4,0.5,0.8,0.7,0.8,0.85,4.25,97cfb816_1
0.75,0.25,0.8,0.6,0.3,0.4,0.3,0.7,0.6,0.9,0.7,6.85,97cfb816_2
2.0,0.3,0.8,0.7,0.5,0.3,0.2,0.9,0.7,0.9,0.8,5.5,97cfb816_3
2.5,1.5,2.0,2.0,1.0,1.5,0.25,2.0,1.75,2.0,8.0,7.5,97cfb816_4_rand1
0.2,-0.1,0.5,0.4,0.2,0.6,0.7,0.0,0.3,0.4,7.0,3.7,dcf5d200_0
0.2,0.3,0.4,-0.3,0.2,0.6,0.1,0.0,0.3,0.5,7.5,11.7,dcf5d200_1_rand1
0.25,0.3,0.8,0.7,0.3,0.75,0.5,0.0,0.6,0.4,7.5,0.75,dcf5d200_2
0.75,0.25,0.6,0.3,0.2,0.4,0.3,0.5,0.4,0.5,8.0,1.95,dcf5d200_3_rand5
0.3,0.2,0.5,0.7,0.3,0.6,-0.2,0.5,0.4,0.6,8.0,4.9,dcf5d200_4
0.75,0.25,0.6,0.4,0.2,0.7,-0.5,0.2,0.5,0.8,7.5,3.4,dcf5d200_5
0.75,0.3,0.6,0.7,0.3,0.5,0.0,0.6,0.5,0.8,7.0,2.85,15324da8_0
3.5,1.5,2.5,1.5,1.0,0.75,0.5,1.0,1.75,2.0,2.25,19.5,15324da8_1
0.75,0.25,0.6,0.3,0.2,0.7,0.1,0.5,0.4,0.8,0.7,3.35,239e9124_0
0.2,0.7,-0.3,-0.8,0.4,0.6,0.8,0.9,0.6,0.9,7.5,0.8,239e9124_1_rand5
0.75,-0.25,0.6,0.4,0.2,0.5,0.0,0.7,0.4,0.5,7.0,5.45,239e9124_2
0.3,0.2,0.7,0.8,0.3,0.2,0.4,0.6,0.5,0.6,7.5,1.8,239e9124_3
1.8,1.2,1.75,1.2,0.75,0.8,0.6,1.2,1.1,1.3,8.0,8.5,239e9124_4_rand1
1.8,-0.3,1.2,0.8,0.3,0.7,0.6,1.0,0.9,1.1,0.8,6.3,6b9c410c_0
0.4,0.2,0.6,0.3,0.2,0.5,0.3,0.0,0.4,0.7,0.8,2.4,0ba4b43a_0
0.75,0.25,0.6,0.7,0.3,0.5,0.0,0.6,0.4,0.7,7.0,3.45,0ba4b43a_1
0.75,0.3,0.6,0.7,0.3,0.5,0.0,0.5,0.4,0.5,7.0,2.3,0ba4b43a_2
0.75,0.5,0.8,0.7,0.3,1.25,0.75,0.25,0.6,0.8,7.5,2.25,0ba4b43a_3_rand2
-0.2,-0.1,0.6,0.4,0.2,0.3,0.4,0.7,0.5,0.8,7.0,4.2,0ba4b43a_4
0.75,-0.8,1.2,1.5,0.3,0.3,-0.5,1.0,0.8,1.0,8.0,3.75,dc7fe431_0
0.2,-0.1,0.7,0.8,0.2,0.2,0.0,0.5,0.6,0.7,7.0,0.9,dc7fe431_1_rand2
-0.2,0.3,-0.8,-0.9,0.2,0.1,-0.1,0.7,0.6,0.8,7.0,-0.5,dc7fe431_2
-0.1,0.4,-0.6,-0.8,0.3,0.1,0.2,0.9,0.7,0.9,7.0,0.3,dc7fe431_3_rand2
0.25,0.3,0.7,0.2,0.3,0.3,0.4,0.0,0.5,0.6,0.7,0.95,1e886dd9_0
0.25,0.3,0.6,0.0,0.2,0.4,0.3,0.0,0.4,0.5,8.0,3.75,1e886dd9_1_rand2
0.2,0.3,0.2,0.5,0.2,0.3,0.0,0.0,0.3,0.4,7.0,0.3,1e886dd9_2
0.25,0.3,0.3,-0.4,0.2,0.7,-0.1,0.0,0.2,0.5,0.8,0.3,1e886dd9_3
0.75,0.8,1.2,-1.8,0.7,0.4,0.3,0.0,0.9,1.1,9.0,6.5,1e886dd9_4
2.5,0.3,0.8,-0.9,0.5,0.4,0.0,0.3,0.7,0.9,9.0,3.7,1e886dd9_5
