material,pawn_structure,mobility,king_safety,tempo,total,position_id
1.0,1.0,1.0,1.0,1.0,1.0,a3f8fd69_9
1.0,1.0,1.0,1.0,1.0,1.0,a3f8fd69_10
1.0,1.0,1.0,1.0,1.0,1.0,a3f8fd69_11_rand4
1,1,1,1,0,0,a3f8fd69_12
1.0,1.0,1.0,1.0,1.0,1.0,a3f8fd69_13_rand1
1,1,1,1,0,0,a3f8fd69_14
1.5,3,4,2,0.75,0.75,a8f20709_0
1.5,3,4,2,0.75,0.75,a8f20709_1_rand2
2,2,4,1,2,2.7,da4e3f3d_0
2,3,2,2,1,1.0,da4e3f3d_1_rand4
1.0,1.0,1.0,1.0,1.0,1.0,da4e3f3d_2
8,6,4,4,2,4.12,da4e3f3d_3
1.0,1.0,1.0,0.5,1.0,1.0,da4e3f3d_4_rand2
1.0,3.0,2.0,1.0,1.0,2.5,da4e3f3d_5
1,3,8,1,2,2.5,da4e3f3d_6_rand5
10,3,2.5,1.0,1.5,7.5,da4e3f3d_7
12,7,9,1,2,4.0,da4e3f3d_8_rand1
10,4,9,2,1.0,1.0,da4e3f3d_9
1.0,3.0,2.0,2.0,1.0,3.0,da4e3f3d_10
9,2,4,2,2,2.5,b2b9e0e3_0
12,3,2,2,1.7,6.7,b2b9e0e3_1
1.0,3.0,2.0,2.0,1.0,2.5,b2b9e0e3_2
1,1,1,1,0,0,b2b9e0e3_3
8,6,7,4,3,7.5,b2b9e0e3_4
1,1,1,1,0,0,b2b9e0e3_5
1.0,3.0,2.0,2.0,1.0,2.5,b2b9e0e3_6_rand1
1.0,12.0,11.0,1.0,2.0,2.5,9893e16a_0
1,1,1,1,0,0,9893e16a_1
2.0,4,1.0,0.8,1.3,1.3,2570d65d_0
8,13,6,1,2,2.5,b130867c_0
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_1
2,2,8,1,2,2.5,b130867c_2
1,1,1,1,0,0,b130867c_3
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_4
1,3,2,1,0,0,b130867c_5
10,6,6,4,1.5,7.5,b130867c_6
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_7
1.0,3.0,2.0,1.0,1.0,2.5,b130867c_8
10,3,2,2,1.5,4.0,b130867c_9_rand2
12,3,4,2,1.5,6.7,b130867c_10
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_11
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_12
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_13
1.0,1.0,1.0,1.0,1.0,1.0,b130867c_14_rand3
1,1,1,1,0,0,b130867c_15
1,8,10,1,2,2.5,b130867c_16_rand5
1,12,8,1,0,0,b130867c_17
1,1,1,1,0,0,b130867c_18_rand3
1,1,1,0,0,0,b130867c_19
4,28,9,1.0,2,2.7,8f58b9b9_0
1,2,2,1,0,0,8f58b9b9_1
12,7,8,1,0,1.0,8f58b9b9_2_rand3
1.0,3.0,3.0,2.0,2.0,3.2,8f58b9b9_3
1.0,1.0,1.0,1.0,1.0,1.0,8f58b9b9_4
1.0,1.0,1.0,1.0,1.0,1.0,8f58b9b9_5_rand1
1.0,1.0,1.0,1.0,1.0,1.0,8f58b9b9_6
1,1,1,1,0,0,8f58b9b9_7
1.0,1.0,1.0,1.0,1.0,1.0,8f58b9b9_8
12,6,10,1,2,2.5,8f58b9b9_9
1,1,1,1,0,0,8f58b9b9_10
9,2,9,7,2,2.33,1bdb04a6_0
9,2,9,7,2,2.3,1bdb04a6_1_rand2
8,2,2,0,1,1.0,1bdb04a6_2
1.0,1.0,1.0,1.0,1.0,1.0,1bdb04a6_3
8,2,8,1,0,0,1316503f_0
1.0,1.0,1.0,1.0,1.0,1.0,1316503f_1
9,3,3,2,1.5,0.75,bde59999_0
1.0,1.0,1.0,1.0,1.0,1.0,bde59999_1
12,8,14,1,3,4.0,bde59999_2
1.0,1.0,1.0,1.0,1.0,1.0,bde59999_3
3,3,4,1,2,2.3,c86ed61e_0
9,2,8,1,2,2.3,c86ed61e_1
12,7,9,2,0,1.0,c86ed61e_2
8,2,8,2,0,1.0,c86ed61e_3
8,2,8,1,2,4.0,c86ed61e_4
1,1,1,1,0,0,c86ed61e_5
1,1,1,1,0,0,c86ed61e_6_rand3
1,1,1,0,0,0,c86ed61e_7
2,3,3,2,2,3.2,c86ed61e_8_rand4
1,1,1,1,0,0,c86ed61e_9
2,2,4,2,2,2,c86ed61e_10_rand4
9,3,3,2,-0.5,6.5,94c4c59d_0
10,4,7,2,1.25,0.75,94c4c59d_1_rand2
1.0,1.0,1.0,1.0,1.0,1.0,94c4c59d_2
12,8,8,1,2,2,94c4c59d_3_rand3
12,2,9,7,2,4.0,94c4c59d_4
1,2,1,1,0,0.75,94c4c59d_5
1.0,1.0,1.0,1.0,1.0,1.0,94c4c59d_6
2.5,4,2.2,0.75,0.75,0.75,94c4c59d_7_rand5
1,3,2,1,0,0,94c4c59d_8
1,2,2,1,1,1.0,94c4c59d_9_rand3
1,3,4,1,2,2.7,94c4c59d_10
1.0,3.0,3.0,2.0,1.0,3.5,94c4c59d_11
1.0,3.0,3.0,2.0,1.0,3.5,94c4c59d_12_rand2
1.0,1.0,1.0,1.0,1.0,1.0,94c4c59d_13
1.0,1.0,1.0,1.0,1.0,1.0,94c4c59d_14
1,1,1,1,0,0,94c4c59d_15
1.0,1.0,1.0,1.0,1.0,1.0,94c4c59d_16
1,1,1,1,0,0,2276b08a_0
1,1,1,1,0,0,2276b08a_1
10,4,2.5,0.7,1.2,0.85,2276b08a_2_rand4
8,3,4,2,2,8.5,2276b08a_3
1.0,3.0,2.0,1.0,1.0,2.5,2276b08a_4_rand5
1,1,1,1,0,0,2276b08a_5
1.0,3.0,3.0,2.0,1.0,4.0,2276b08a_6
9,2,4,2,2,3.67,ba8fc304_0
8,2,4,2,2,3.67,ba8fc304_1
1.0,1.0,1.0,1.0,1.0,1.0,ba8fc304_2
2.5,4,1.5,0.75,0.75,0.75,ba8fc304_3
2,1,2,1,0,1.0,ba8fc304_4
10,6,7,4,1.5,7.5,ba8fc304_5
1,1,1,1,0,0,585536be_0
4,2,4,1,2,2.7,bb3f458d_0
1,2,4,2,2,3.0,bb3f458d_1_rand5
3,2,4,2,2,2.7,bb3f458d_2
2,2,4,1,2,2,bb3f458d_3
2,4,3,2,0.75,0.75,bb3f458d_4_rand2
1,2,8,1,0,1.0,bb3f458d_5
1,1,1,1,0,0,bb3f458d_6_rand4
2.5,4,4.5,3.0,1.5,7.0,bb3f458d_7
1.0,1.0,1.0,1.0,1.0,1.0,7882d476_0
12,7,9,2,2,3.2,7882d476_1
2,4,9,1,1.5,1.5,7882d476_2
2,2,4,2,0,1.0,7882d476_3
1,1,1,1,0,0,7882d476_4_rand1
8,4,6,3,1.5,7.5,7882d476_5
1.0,3.0,2.0,2.0,1.0,3.0,7882d476_6
1.0,3.0,2.0,2.0,1.0,3.0,7882d476_7
1.0,1.0,1.0,1.0,1.0,1.0,7882d476_8_rand4
1.0,1.0,1.0,1.0,1.0,1.0,7882d476_9
1,12,10,16,4,7.5,7882d476_10_rand3
9,3,4,2,1.25,0.75,838c5de7_0
4,2,4,2,2,3.0,838c5de7_1
3,2,1,1,1,3,838c5de7_2
2.5,3,1.5,0.75,0.75,0.75,838c5de7_3
2.5,3,4,2,1.3,1.3,838c5de7_4_rand1
10,4,6,2,1.5,7.5,838c5de7_5
10,4,6,3,1.5,7.5,838c5de7_6
1.0,1.0,1.0,0.5,0.5,0.75,838c5de7_7
1,3,4,2,2,2.5,838c5de7_8
1.0,3.0,3.0,2.0,1.0,3.0,838c5de7_9_rand1
1.0,3.0,2.0,1.0,1.0,2.5,838c5de7_10
1.0,3.0,3.0,2.0,1.0,3.0,838c5de7_11_rand5
1.0,1.0,1.0,1.0,1.0,1.0,838c5de7_12
8,3,1.5,0.75,0.75,0.75,d358962d_0
8,2,8,1,0,0,d358962d_1_rand4
1,2,1,1,0,0,d358962d_2
1,2,2,1,0,0,d358962d_3_rand1
2,1,2,3,0,0,d358962d_4
1,1,1,0,0,0,d358962d_5
1.5,3,1.5,1,0.75,0.75,d358962d_6
1,1,1,1,0,0,d358962d_7
12,7,9,2,2,2.7,d358962d_8_rand5
1.0,1.0,1.0,1.0,1.0,1.0,d358962d_9
8,3,2.5,2,0.75,0.75,d358962d_10
1,1,1,1,0,0,d358962d_11_rand1
2,6,4,1.2,2.5,4.3,221a2985_0
8,2,6,2,2,3.0,fa553a49_0
3,6,7,4,1.25,0.75,fa553a49_1
2,2,4,1,2,2,fa553a49_2
1,3,2,1,0,0,145652ac_0
12,2,10,7,4,48,145652ac_1
12,6,10,2,2,5.0,145652ac_2_rand1
1,3,2,1,1,2,9473d749_0
2,2,4,1,2,2,9473d749_1
2,3,4,2,2,2,9473d749_2_rand5
2,1,2,2,0,0.75,9473d749_3
1,1,1,1,0,0,9473d749_4
12,2,10,7,4,7.2,9473d749_5
1.0,1.0,1.0,1.0,1.0,1.0,ebafb295_0
10,4,7,2,1.25,0.75,ebafb295_1
1,12,9,1,2,2,ebafb295_2_rand4
1.0,1.0,1.0,1.0,1.0,1.0,ebafb295_3
2,2,4,1,2,2.7,e81cdbfe_0
1.0,1.0,1.0,1.0,1.0,1.0,e81cdbfe_1
1,2,1,3,0,0.75,e81cdbfe_2
1,3,2,1,0,0,e81cdbfe_3
2,3,3,3,1,2.0,e81cdbfe_4_rand5
1.5,3,1.2,0.75,0.75,0.75,e81cdbfe_5
1,1,1,1,0,0,e81cdbfe_6
1.0,1.0,1.0,1.0,1.0,1.0,e81cdbfe_7
1.0,3.0,4.0,2.0,2.0,4.3,e81cdbfe_8_rand3
1.0,3.0,3.0,2.0,1.0,3.5,e81cdbfe_9
1.0,1.0,1.0,1.0,1.0,1.0,e81cdbfe_10_rand5
1,2,2,1,0,1.0,e81cdbfe_11
1.0,3.0,2.0,2.0,1.0,2.5,e81cdbfe_12_rand3
2,4,4,2,2,2.5,1fa0e298_0
2,3,4,1,2,2,1fa0e298_1_rand2
3.5,3,2.5,1.0,0.75,0.75,da4550b0_0
2,3,4,1.0,2,4.0,da4550b0_1
10,4,6,2,1.5,7.5,da4550b0_2
1,3,2,1,0,0.75,da4550b0_3_rand5
2,2,4,1,2,2,fe3e4d44_0
8,2,6,1,2,2,fe3e4d44_1_rand3
8,2,4,2,2,2,fe3e4d44_2
3,5,4,1,0,1.0,b117a498_0
2,2,4,1,2,2.7,b117a498_1
9,4,3,2,0.75,0.75,b117a498_2
12,2,8,1,2,2.5,b117a498_3
2.5,3,4,1.0,2,5.0,b117a498_4
1.5,3,4,2,0.75,0.75,b117a498_5_rand4
3,3,4,1,0,1.0,d7811045_0
1.0,1.0,1.0,1.0,1.0,1.0,d7811045_1
1.0,1.0,1.0,1.0,1.0,1.0,d7811045_2
1,1,1,0,0,1.0,d7811045_3_rand2
1.0,1.0,1.0,1.0,1.0,1.0,d7811045_4
4,6,9,1,2,2.5,25fb1f8c_0
1,1,1,1,0,0,25fb1f8c_1
1.0,1.0,1.0,1.0,1.0,1.0,25fb1f8c_2
1,1,2,1,0,0.75,25fb1f8c_3
2,4,8,1,2,2.5,12a755c9_0
2,2,4,1,2,2.7,12a755c9_1
1.0,3.0,2.0,1.0,1.0,2.5,12a755c9_2_rand4
1.5,3,1.5,2,0.75,0.75,12a755c9_3
2,1,2,1,1,2.0,12a755c9_4
1,2,2,1,1,2.5,12a755c9_5
1,1,1,1,0,0,12a755c9_6
1.0,1.0,1.0,1.0,1.0,1.0,12a755c9_7
1.0,3.0,4.0,2.0,2.0,4.0,12a755c9_8
1,2,4,1,2,2,12a755c9_9_rand3
9,8,10,1,0,1.0,ed5db754_0
10,4,9,3,0.75,0.75,ed5db754_1_rand2
3,2,4,1,2,2.7,ed5db754_2
1.5,4,2.5,1.0,0.75,0.75,ed5db754_3
2,3,2,1,0,0,ed5db754_4
8,2,8,1,2,2,ed5db754_5
8,2,4,2,2,3.0,ed5db754_6_rand4
1.0,1.0,1.0,1.0,1.0,1.0,ed5db754_7
1.0,1.0,1.0,1.0,1.0,1.0,ed5db754_8_rand5
8,4,7,1.0,2,6.75,ed5db754_9
8,2,8,2,2,3.0,5a8a14dc_0
9,3,4,2,1.5,6.7,5a8a14dc_1_rand4
8,6,4,2,1.5,4.2,5a8a14dc_2
8,6,2,3,1.5,4.0,5a8a14dc_3_rand5
8,2,4,2,2,2.7,5a8a14dc_4
1,12,9,1,0,0,5a8a14dc_5
1.5,3,1.2,0.75,0.75,0.75,5a8a14dc_6_rand4
12,4,9,1,1.5,0.5,5a8a14dc_7
1,1,1,0,0,0,5a8a14dc_8
1.5,4,2.7,1.2,0.8,1.3,5a8a14dc_9
9,6,4,2,0.75,0.75,dfbace4f_0
9,4,4,2,0.75,0.75,dfbace4f_1
1.5,3,1.5,0.7,1.2,0.87,dfbace4f_2
,,,,,,190a4346_0
1,3,2,1,0,0,190a4346_1
1,1,1,1,0,0,190a4346_2
1,1,1,1,0,0,190a4346_3
1.0,3.0,2.0,1.0,1.0,2.5,190a4346_4_rand4
1,1,1,1,0,0,190a4346_5
4,22,9,1.0,1.0,1.0,86098f02_0
1.0,2.0,1.5,1.0,1.0,1.8,86098f02_1
1.0,1.0,1.0,1.0,1.0,1.0,5fc75a60_0
12,1400,160,150,80,115,5fc75a60_1_rand1
12,8,9,1,0,18,5fc75a60_2
2,12,9,1,0,2,5fc75a60_3
2,2,2,1,0,1.0,5fc75a60_4_rand2
1.0,3.0,2.5,2.0,1.0,3.7,5fc75a60_5
1,1,1,1,0,0,5fc75a60_6_rand5
8,8,6,7,4,40,5fc75a60_7
1,1,1,1,0,0,5fc75a60_8_rand3
10,6,10,4,1.5,8.0,5fc75a60_9
9,2,4,2,2,2.3,4fa5ecc6_0
2,2,4,1,2,2.75,4fa5ecc6_1
1.0,1.0,1.0,1.0,1.0,1.0,4fa5ecc6_2
1,2,2,1,1,1.0,9d08bf89_0
4,2,8,1,2,2.7,9d08bf89_1_rand5
2,4,3,2,0.75,0.75,9d08bf89_2
1.0,1.0,1.0,1.0,1.0,1.0,9d08bf89_3
1.5,4,10,3,0.67,0.67,9d08bf89_4
1.0,1.0,1.0,1.0,1.0,1.0,9d08bf89_5
12,7,9,2,0,0,acc80d66_0
1,12,9,1,0,0,acc80d66_1
2.5,3,2.2,1.0,0.75,0.75,acc80d66_2
1.5,3,2.5,0.75,0.75,0.75,acc80d66_3
2,3,4,1,2,2.7,acc80d66_4
2,2,4,1,2,2.7,acc80d66_5_rand3
10,4,6,2,1.5,7.5,acc80d66_6
1,1,1,1,0,0,acc80d66_7
12,6,7,4,0.75,0.75,acc80d66_8_rand5
1.0,1.0,1.0,1.0,1.0,1.0,acc80d66_9
1.0,1.0,1.0,1.0,1.0,1.0,acc80d66_10
1.0,1.0,1.0,1.0,2.0,2.5,d2fd3f5f_0
1.0,12.0,10.0,1.0,4.0,7.0,d2fd3f5f_1
9,8,10,1,3,7.5,10f5d378_0
9,2,8,2,2,2.7,10f5d378_1_rand1
8,6,4,4,2,4.12,10f5d378_2
10,3,4,2,1.5,7.5,10f5d378_3_rand2
3,2,8,1,2,2.7,0c99fa58_0
1.0,1.0,1.0,1.0,1.0,1.0,0c99fa58_1
9,12,14,8,10,68,acd741c3_0
1.0,1.0,1.0,1.0,1.0,1.0,acd741c3_1_rand5
2,6,8,1.25,0.75,0.75,acd741c3_2
2,1,2,3,0,0.75,acd741c3_3
2,28,8,7,2,2.5,58a1a55b_0
3,2,4,2,2,2.0,58a1a55b_1_rand1
9,2,9,7,2,2.5,58a1a55b_2
9,2,8,1,0,0.75,58a1a55b_3
9,3,2.5,50,1.2,0.75,58a1a55b_4_rand4
9,2,9,1,2,2.7,58a1a55b_5
2,4,8,2,2,2.7,58a1a55b_6_rand2
2,12,9,7,4,4.75,58a1a55b_7
1,1,1,1,0,0,58a1a55b_8
8,4,3,2,2.5,4.2,58a1a55b_9
9,3,3.5,1.2,0.75,0.75,e00d5572_0
8,2,4,2,2,3.0,e00d5572_1
2,3,3,1,1,2.0,e00d5572_2
9,4,3,2,0.75,0.75,e00d5572_3
12,6,10,4,1.25,0.75,bc946127_0
1,3,2,1,1,2.0,bc946127_1_rand1
12,6,8,7,1.5,7.5,bc946127_2
2,2,4,1,2,2,bc946127_3
2,4,4,1.25,1.0,0.87,bc946127_4
1,1,1,1,0,0,bc946127_5
8,6,4,4,2,0.75,bc946127_6
2,2,4,2,2,4,4c36ef95_0
8,143,9,1,0,0.75,4c36ef95_1
1,2,8,1,2,2,4c36ef95_2_rand1
1.0,1.0,1.0,1.0,1.0,1.0,4c36ef95_3
8,3,4,2,2,8.5,4c36ef95_4
1,1,1,1,0,0,4c36ef95_5_rand3
8,4,4,2,1.5,7.5,4c36ef95_6
1.0,1.0,1.0,1.0,1.0,1.0,4c36ef95_7
1.0,3.0,2.0,1.0,1.0,2.5,4c36ef95_8
1.0,1.0,1.0,0.7,0.5,0.67,4c36ef95_9_rand5
1.0,2.0,2.5,1.5,1.0,2.7,4c36ef95_10
1,2,4,1,2,3.0,4c36ef95_11_rand5
12,2,10,7,4,4.75,f0128cbf_0
4,2,1,7,0,0.75,f0128cbf_1
1,1,1,1,0.5,0.75,f0128cbf_2_rand2
4,2,1,1,2,2.7,f0128cbf_3
8,4,2,1,1.8,1.8,f0128cbf_4
2,2,4,1,2,4.0,dae1d0c1_0
8,3,3,1.25,0.75,0.75,dae1d0c1_1_rand2
1,3,2,1,1,1.0,47f709fc_0
1,1,1,1,0,0,47f709fc_1
1.0,1.0,1.0,1.0,1.0,1.0,47f709fc_2
8,4,45,3,3,45,47f709fc_3
1.0,1.0,1.0,1.0,1.0,1.0,47f709fc_4_rand1
1.0,3.0,2.0,2.0,1.0,3.0,47f709fc_5
1.0,1.0,1.0,1.0,1.0,1.0,47f709fc_6
1.0,1.0,1.0,0.7,0.5,0.67,47f709fc_7_rand4
4,2.5,1.0,1.0,1.0,1.0,1db00394_0
1,1,1,1,0,0,1db00394_1
2,1,1,2,0,0.75,1db00394_2_rand1
12,7,9,1,2,2.5,1db00394_3
1,1,1,1,0,0,1db00394_4
1.0,3.0,2.0,2.0,1.0,4.0,1db00394_5
2,2,4,2,2,2,5773d4ba_0
12,7,9,1,2,2.5,5773d4ba_1
1,2,8,1,0,18,5773d4ba_2
1,2,2,1,0,0,5773d4ba_3_rand3
12,8,10,1,3,4.7,5773d4ba_4
2,2,4,1,2,2.7,5773d4ba_5
2,3,3,2,1,2.0,5773d4ba_6
2,1,2,2,0,0.75,5773d4ba_7
1.0,1.0,1.0,1.0,1.0,1.0,5773d4ba_8
6,2,4,1,2,2.7,cc905457_0
1,1,1,1,0,0,cc905457_1
1,3,2,1,0,0,cc905457_2
10,6,6,4,1.25,0.75,877f849e_0
2,3,4,1,2,3.25,877f849e_1_rand1
1,2,1,3,0,0.75,877f849e_2
1,1,1,1,0,0,877f849e_3
2,3,3,1,2,2.7,877f849e_4
3,3,2,1,0,0,877f849e_5
8,23,8,1,0,0,8be7f2f6_0
2,2,8,1,2,2.5,8be7f2f6_1
1.0,3.0,3.0,2.0,2.0,3.0,8be7f2f6_2
2,3,2,2,1.5,4.5,8be7f2f6_3
1.0,3.0,2.0,2.0,1.0,3.0,8be7f2f6_4_rand1
1,1,2,1,0,0.75,9b269547_0
12,7,9,1,0,1.0,9b269547_1_rand3
12,8,10,1,0,1.0,9b269547_2
2,2,4,1,2,2.7,9b269547_3
2,2,4,1,2,2,9b269547_4
2,2,4,1,2,2.7,9b269547_5
1.0,3.0,2.0,2.0,1.0,3.0,9b269547_6
2,1,1,1,0,0.75,8d5b84a4_0
1,1,1,1,0,0,8d5b84a4_1
2,1,8,2,2,3.0,8d5b84a4_2
2,1,10,2,2,2.5,8d5b84a4_3
2,3,4,2,2,2,8d5b84a4_4
1.0,1.0,1.0,1.0,1.0,1.0,8d5b84a4_5_rand4
4,2,4,1.0,2,2.7,14eee804_0
4,3,2,2,0,0,14eee804_1_rand1
2,4,3,2,1,1.0,14eee804_2
2.5,3,2.5,1.25,0.75,0.75,14eee804_3_rand1
1.0,1.0,1.0,1.0,1.0,1.0,14eee804_4
2,2,4,1,2,2,14eee804_5
1.0,1.0,1.0,1.0,1.0,1.0,14eee804_6
1.0,1.0,1.0,1.0,1.0,1.0,14eee804_7
1.0,1.0,1.0,1.0,1.0,1.0,14eee804_8
1.0,1.0,1.0,1.0,1.0,1.0,14eee804_9_rand5
1.0,1.0,1.0,1.0,1.0,1.0,14eee804_10
2,2,4,1,2,2.75,e27b6e75_0
2,3,3,1,2,2.7,e27b6e75_1
2.0,3,2,2,1.2,1.2,e27b6e75_2_rand2
8,2,4,2,2,2.75,e27b6e75_3
8,2,4,2,2,2.7,e27b6e75_4_rand3
2,3,2,1.5,1.5,7.5,e27b6e75_5
1.0,3.0,3.0,2.0,1.0,3.0,e27b6e75_6
1,3,4,2,2,2.7,e27b6e75_7_rand1
1.0,3.0,2.0,1.0,1.0,2.5,e27b6e75_8
1.0,1.0,1.0,1.0,1.0,1.0,e27b6e75_9
1.0,1.0,1.0,1.0,1.0,1.0,e27b6e75_10
1.0,1.0,1.0,1.0,1.0,1.0,e27b6e75_11
1,2,4,2,2,2,e27b6e75_12_rand5
2.5,3,2.7,1.0,0.75,0.75,0efdec6c_0
1,12,9,1,0,0,5a53bc1b_0
3,2,4,1,2,2.7,5a53bc1b_1
3,2,4,1,2,2.7,5a53bc1b_2
1,12,10,1,2,2,5a53bc1b_3
1,3,3,2,1,2.3,5a53bc1b_4
1,12,9,1,0,0,5a53bc1b_5
1,12,7,1,2,2.5,5a53bc1b_6
8,3,4,2,1.5,1.5,b76abda7_0
10,6,6,4,0.75,0.75,b76abda7_1_rand5
1,12,10,1,4,7.0,b76abda7_2
1.0,1.0,1.0,1.0,1.0,1.0,b76abda7_3_rand5
1,1,1,1,0,0,b76abda7_4
2,3,4,2,2,2.75,f5ce2725_0
2,3,2,1,1,1.0,f5ce2725_1
1.0,1.0,1.0,1.0,1.0,1.0,f5ce2725_2
1.0,1.0,1.0,1.0,1.0,1.0,f5ce2725_3
1.0,1.0,1.0,1.0,1.0,1.0,f5ce2725_4
4.5,6,4,4,2.5,14.7,f5ce2725_5
1,1,1,1,0,0,f5ce2725_6
8,2,4,2,2,3.0,349e4caf_0
8,12,9,1,0,1.0,349e4caf_1
8,2,4,2,2,2.0,349e4caf_2
1,1,1,1,0,0,349e4caf_3_rand5
1,1,1,1,0,0,349e4caf_4
1,1,1,1,0,0,a7392ade_0
2,3,2.5,1.5,0.75,0.75,a7392ade_1
2,2,4,1,2,2.7,a7392ade_2_rand4
2,3,3,1.5,1.5,6.7,a7392ade_3
2,3,2,1.2,1.5,2.8,a7392ade_4_rand4
2,6,10,1.25,0.75,0.75,a7392ade_5
12,7,9,2,0,1.0,6840fa7a_0
1.5,3,2.5,1.0,0.8,0.7,6840fa7a_1
1,1,1,1,0,0,6840fa7a_2
1,1,1,1,0,0,6840fa7a_3
2.0,4,4.0,2.0,1.0,7.0,6840fa7a_4
1,1,1,1,0,0,6840fa7a_5
1,1,1,1,0,0,6840fa7a_6_rand1
10,4,6,2,1.5,7.5,6840fa7a_7
1.0,1.0,1.0,1.0,1.0,1.0,6840fa7a_8_rand1
1,12,10,1,2,2.5,6840fa7a_9
1,1,1,1,0,0,6840fa7a_10
9,2,4,2,2,2.3,a2395767_0
3,2,4,1,2,2.7,a2395767_1
8,2,4,1,2,2.7,a2395767_2
2,3,2,1.5,1.2,4.1,a2395767_3
1.0,1.0,1.0,1.0,1.0,1.0,a2395767_4_rand4
2.5,3,4,2,1.25,0.75,a2395767_5
2,1,2,2,0,0,a2395767_6_rand2
1,1,1,1,0,0,13bdf942_0
3,2,4,1,2,2.7,f9c65c03_0
4,2,2,2,1,1.0,f9c65c03_1_rand5
2,12,9,1,0,0,f9c65c03_2
1.0,3.0,2.0,2.0,1.0,2.7,f9c65c03_3
12,8,10,1,3,7.5,f9c65c03_4
12,2,8,2,0,1.0,f9c65c03_5
12,8,10,1,4,4.7,f9c65c03_6_rand4
9,4,3,1,0.85,0.85,2ac3b400_0
1,1,1,1,0,0,2ac3b400_1
2,3,4,1,2,2.5,2ac3b400_2
1.5,3,1.5,1,0.75,0.75,2ac3b400_3
1.5,4,1.2,0.75,0.75,0.75,2ac3b400_4
1,1,1,1,0,0,2ac3b400_5
1,3,2,1,0,0,2ac3b400_6
12,14,9,1,2,2.5,e4deda42_0
8,140,16,1,4,4.0,e4deda42_1_rand4
1.0,1.0,1.0,1.0,1.0,1.0,e4deda42_2
2.0,4,1.0,0.75,0.75,0.75,e4deda42_3
8,2,4,2,2,3.67,e4deda42_4
12,5,10,1,4,4.75,e4deda42_5
2,4,9,2,0,1.0,e4deda42_6_rand3
1,2,2,1,1,2,e4deda42_7
1.0,1.0,1.0,1.0,1.0,1.0,e4deda42_8_rand3
1.0,3.0,2.0,2.0,1.0,3.3,e4deda42_9
12,8,9,1,2,2.5,e4deda42_10
3,2,4,1,2,2.5,0599b3ea_0
2,2,4,1,2,2.5,0599b3ea_1
1,3,2,2,0,1.0,0599b3ea_2
1,3,4,2,2,2.5,0599b3ea_3
2.0,3,1.5,0.75,0.75,0.75,0599b3ea_4_rand1
2,2,4,2,2,2,9aa8e73d_0
1.0,3.0,2.0,2.0,1.0,2.5,9aa8e73d_1
,,,,,,9aa8e73d_2
10,4,9,3,1.25,0.75,9aa8e73d_3
12,7,10,1,4,4.2,9aa8e73d_4
1.0,1.0,1.0,1.0,1.0,1.0,9aa8e73d_5_rand2
1,3,1,1,0,0,9aa8e73d_6
1.0,3.0,3.0,2.0,1.0,3.0,9aa8e73d_7
1,3,2,1,0,0,9aa8e73d_8
1.0,1.0,1.0,1.0,1.0,1.0,9aa8e73d_9
8,4,2,0,1,1.2,de298550_0
2,4,4,2,2,3.2,de298550_1
10,6,6,4,0.87,0.87,de298550_2
12,2,10,7,8,8.7,de298550_3
2.0,3.0,2.0,1.0,0.95,0.95,de298550_4
2.0,4,9,3,0.67,0.67,de298550_5
1.5,3,2.5,1.0,0.75,0.75,de298550_6_rand1
10,4,3,2,1.5,7.5,de298550_7
1.0,3.0,2.0,1.0,1.0,2.5,de298550_8
10,4,9,2,1.5,7.5,de298550_9_rand2
1,1,1,1,0,0,16f4f59c_0
1,1,1,1,1,1.0,16f4f59c_1
1,1,1,1,0,0,16f4f59c_2
1.5,3,4,2,0.75,0.75,16f4f59c_3
8,14,9,1,2,2.5,c0260d67_0
4,2,4,1,2,2.7,c0260d67_1_rand1
2,2,4,1.0,2,3.0,c0260d67_2
1,1,1,1,0,0,c0260d67_3
8,41,4,1.0,1.0,8.0,c0260d67_4
1,3,2,1,0,0,c0260d67_5_rand3
1,3,4,1,2,2.7,c0260d67_6
1.0,1.0,1.0,1.0,1.0,1.0,c0260d67_7
1,1,1,1,0,0,c0260d67_8
2,2.5,1.5,1.0,1.0,1.2,53fba853_0
8,2,8,2,2,4.0,53fba853_1
8,7,9,1,0,1.0,53fba853_2
8,8,10,1,2,2.5,53fba853_3_rand4
1.0,12.0,10.0,1.0,4.0,4.7,decdcad6_0
1.0,12.0,10.0,12.0,4.0,12.0,decdcad6_1_rand3
2,3,2,7,0,1.0,decdcad6_2
12,7,9,2,0,0.75,decdcad6_3_rand4
9,2,4,2,2,2.3,decdcad6_4
9,3,3,4,-0.5,3.5,decdcad6_5
10,4,4,2,1.8,1.8,decdcad6_6
2.0,3.0,1.0,0.5,0.75,0.75,decdcad6_7
1,1,1,1,0,0,decdcad6_8_rand5
1.5,3,4,2,0.75,0.75,decdcad6_9
12,8,8,1,0,1.0,decdcad6_10
1.0,1.0,1.0,1.0,1.0,1.0,decdcad6_11_rand3
1.0,1.0,1.0,1.0,1.0,1.0,decdcad6_12
